longitude,latitude,precipitation,start_date,end_date
10.050000191765243,43.95000000286217,2.1180685,20230101,20231231
10.150000186040907,43.95000000286217,2.0701096,20230101,20231231
10.250000180316572,43.95000000286217,2.0238218,20230101,20231231
10.350000174592237,43.95000000286217,1.8939862,20230101,20231231
10.450000168867902,43.95000000286217,1.9584794,20230101,20231231
10.550000163143565,43.95000000286217,1.9791918,20230101,20231231
10.65000015741923,43.95000000286217,2.0495205,20230101,20231231
10.750000151694895,43.95000000286217,2.120822,20230101,20231231
10.85000014597056,43.95000000286217,2.2330546,20230101,20231231
10.950000140246225,43.95000000286217,2.2260547,20230101,20231231
11.050000134521888,43.95000000286217,2.1918492,20230101,20231231
11.150000128797553,43.95000000286217,2.2681506,20230101,20231231
11.250000123073217,43.95000000286217,2.2434795,20230101,20231231
11.350000117348882,43.95000000286217,2.1109178,20230101,20231231
11.450000111624547,43.95000000286217,2.2878356,20230101,20231231
11.55000010590021,43.95000000286217,2.2730136,20230101,20231231
11.650000100175875,43.95000000286217,2.2080274,20230101,20231231
11.75000009445154,43.95000000286217,2.1358082,20230101,20231231
11.850000088727205,43.95000000286217,2.190096,20230101,20231231
11.95000008300287,43.95000000286217,2.356493,20230101,20231231
12.050000077278533,43.95000000286217,2.1159725,20230101,20231231
12.150000071554198,43.95000000286217,1.9598355,20230101,20231231
12.250000065829862,43.95000000286217,1.9209315,20230101,20231231
12.350000060105527,43.95000000286217,1.9735205,20230101,20231231
12.450000054381192,43.95000000286217,1.9873972,20230101,20231231
12.550000048656855,43.95000000286217,2.1935067,20230101,20231231
12.65000004293252,43.95000000286217,2.2655342,20230101,20231231
12.750000037208185,43.95000000286217,2.4038355,20230101,20231231
12.85000003148385,43.95000000286217,2.2657123,20230101,20231231
12.950000025759515,43.95000000286217,2.3911917,20230101,20231231
13.050000020035178,43.95000000286217,2.001137,20230101,20231231
13.150000014310843,43.95000000286217,1.9092603,20230101,20231231
13.250000008586508,43.95000000286217,1.9113835,20230101,20231231
13.350000002862172,43.95000000286217,1.9514246,20230101,20231231
13.449999997137837,43.95000000286217,1.9206712,20230101,20231231
13.5499999914135,43.95000000286217,2.095493,20230101,20231231
13.649999985689165,43.95000000286217,2.0682192,20230101,20231231
13.74999997996483,43.95000000286217,2.1781232,20230101,20231231
13.849999974240495,43.95000000286217,2.1348493,20230101,20231231
13.94999996851616,43.95000000286217,2.0974245,20230101,20231231
14.049999962791823,43.95000000286217,2.030589,20230101,20231231
14.14999995706749,43.95000000286217,2.0488904,20230101,20231231
14.249999951343153,43.95000000286217,2.056315,20230101,20231231
14.349999945618817,43.95000000286217,2.037863,20230101,20231231
14.449999939894482,43.95000000286217,1.9796985,20230101,20231231
14.549999934170145,43.95000000286217,1.9895205,20230101,20231231
14.649999928445812,43.95000000286217,2.0507808,20230101,20231231
14.749999922721475,43.95000000286217,2.162685,20230101,20231231
14.84999991699714,43.95000000286217,2.2306576,20230101,20231231
14.949999911272805,43.95000000286217,2.3077672,20230101,20231231
10.050000191765243,43.850000008586505,2.0607123,20230101,20231231
10.150000186040907,43.850000008586505,2.0511234,20230101,20231231
10.250000180316572,43.850000008586505,1.992452,20230101,20231231
10.350000174592237,43.850000008586505,1.8762603,20230101,20231231
10.450000168867902,43.850000008586505,1.7950274,20230101,20231231
10.550000163143565,43.850000008586505,1.8327807,20230101,20231231
10.65000015741923,43.850000008586505,2.0005069,20230101,20231231
10.750000151694895,43.850000008586505,2.002315,20230101,20231231
10.85000014597056,43.850000008586505,2.1633973,20230101,20231231
10.950000140246225,43.850000008586505,2.1165068,20230101,20231231
11.050000134521888,43.850000008586505,1.98,20230101,20231231
11.150000128797553,43.850000008586505,2.0210412,20230101,20231231
11.250000123073217,43.850000008586505,2.105315,20230101,20231231
11.350000117348882,43.850000008586505,2.0983973,20230101,20231231
11.450000111624547,43.850000008586505,2.1477535,20230101,20231231
11.55000010590021,43.850000008586505,2.304,20230101,20231231
11.650000100175875,43.850000008586505,2.3385205,20230101,20231231
11.75000009445154,43.850000008586505,2.3446438,20230101,20231231
11.850000088727205,43.850000008586505,2.307671,20230101,20231231
11.95000008300287,43.850000008586505,2.4204793,20230101,20231231
12.050000077278533,43.850000008586505,2.3890822,20230101,20231231
12.150000071554198,43.850000008586505,2.3147807,20230101,20231231
12.250000065829862,43.850000008586505,2.1463974,20230101,20231231
12.350000060105527,43.850000008586505,2.1221917,20230101,20231231
12.450000054381192,43.850000008586505,1.9792192,20230101,20231231
12.550000048656855,43.850000008586505,2.1043015,20230101,20231231
12.65000004293252,43.850000008586505,2.175,20230101,20231231
12.750000037208185,43.850000008586505,2.217548,20230101,20231231
12.85000003148385,43.850000008586505,2.2625206,20230101,20231231
12.950000025759515,43.850000008586505,2.377822,20230101,20231231
13.050000020035178,43.850000008586505,2.4439588,20230101,20231231
13.150000014310843,43.850000008586505,2.2567945,20230101,20231231
13.250000008586508,43.850000008586505,2.1655478,20230101,20231231
13.350000002862172,43.850000008586505,2.0444658,20230101,20231231
13.449999997137837,43.850000008586505,2.0965478,20230101,20231231
13.5499999914135,43.850000008586505,2.0513973,20230101,20231231
13.649999985689165,43.850000008586505,2.217507,20230101,20231231
13.74999997996483,43.850000008586505,2.2108493,20230101,20231231
13.849999974240495,43.850000008586505,2.0896301,20230101,20231231
13.94999996851616,43.850000008586505,2.0514657,20230101,20231231
14.049999962791823,43.850000008586505,2.0633836,20230101,20231231
14.14999995706749,43.850000008586505,2.0627809,20230101,20231231
14.249999951343153,43.850000008586505,2.036041,20230101,20231231
14.349999945618817,43.850000008586505,1.987137,20230101,20231231
14.449999939894482,43.850000008586505,1.9685616,20230101,20231231
14.549999934170145,43.850000008586505,1.9726849,20230101,20231231
14.649999928445812,43.850000008586505,1.9781369,20230101,20231231
14.749999922721475,43.850000008586505,2.1161096,20230101,20231231
14.84999991699714,43.850000008586505,2.159904,20230101,20231231
14.949999911272805,43.850000008586505,2.2186575,20230101,20231231
10.050000191765243,43.750000014310835,2.1586027,20230101,20231231
10.150000186040907,43.750000014310835,1.886041,20230101,20231231
10.250000180316572,43.750000014310835,2.0084383,20230101,20231231
10.350000174592237,43.750000014310835,1.8878356,20230101,20231231
10.450000168867902,43.750000014310835,1.8636026,20230101,20231231
10.550000163143565,43.750000014310835,1.8668082,20230101,20231231
10.65000015741923,43.750000014310835,1.9442877,20230101,20231231
10.750000151694895,43.750000014310835,1.9825342,20230101,20231231
10.85000014597056,43.750000014310835,1.941589,20230101,20231231
10.950000140246225,43.750000014310835,1.9250548,20230101,20231231
11.050000134521888,43.750000014310835,1.9690821,20230101,20231231
11.150000128797553,43.750000014310835,2.0508766,20230101,20231231
11.250000123073217,43.750000014310835,2.0585754,20230101,20231231
11.350000117348882,43.750000014310835,2.1147945,20230101,20231231
11.450000111624547,43.750000014310835,2.2098494,20230101,20231231
11.55000010590021,43.750000014310835,2.6765068,20230101,20231231
11.650000100175875,43.750000014310835,2.7922053,20230101,20231231
11.75000009445154,43.750000014310835,2.6865342,20230101,20231231
11.850000088727205,43.750000014310835,2.6432464,20230101,20231231
11.95000008300287,43.750000014310835,2.5645616,20230101,20231231
12.050000077278533,43.750000014310835,2.382315,20230101,20231231
12.150000071554198,43.750000014310835,2.3629315,20230101,20231231
12.250000065829862,43.750000014310835,2.3047945,20230101,20231231
12.350000060105527,43.750000014310835,2.2345753,20230101,20231231
12.450000054381192,43.750000014310835,2.1287944,20230101,20231231
12.550000048656855,43.750000014310835,2.1606438,20230101,20231231
12.65000004293252,43.750000014310835,2.199315,20230101,20231231
12.750000037208185,43.750000014310835,2.200589,20230101,20231231
12.85000003148385,43.750000014310835,2.164315,20230101,20231231
12.950000025759515,43.750000014310835,2.2410822,20230101,20231231
13.050000020035178,43.750000014310835,2.3639314,20230101,20231231
13.150000014310843,43.750000014310835,2.393548,20230101,20231231
13.250000008586508,43.750000014310835,2.343904,20230101,20231231
13.350000002862172,43.750000014310835,2.3301096,20230101,20231231
13.449999997137837,43.750000014310835,2.3681233,20230101,20231231
13.5499999914135,43.750000014310835,2.2992601,20230101,20231231
13.649999985689165,43.750000014310835,2.4434109,20230101,20231231
13.74999997996483,43.750000014310835,2.4076164,20230101,20231231
13.849999974240495,43.750000014310835,2.3002877,20230101,20231231
13.94999996851616,43.750000014310835,2.220082,20230101,20231231
14.049999962791823,43.750000014310835,2.2452602,20230101,20231231
14.14999995706749,43.750000014310835,2.1086712,20230101,20231231
14.249999951343153,43.750000014310835,2.1062603,20230101,20231231
14.349999945618817,43.750000014310835,1.9735342,20230101,20231231
