latitude,longitude,mean,var
41.35000015169489,14.549999934170144,3.17,0.586
41.35000015169489,14.649999928445812,3.087,0.539
41.35000015169489,14.749999922721477,2.892,0.466
41.35000015169489,14.84999991699714,2.701,0.395
41.35000015169489,14.949999911272805,2.503,0.295
41.45000014597056,10.050000191765244,1.857,0.37
41.45000014597056,10.150000186040907,1.787,0.328
41.45000014597056,10.250000180316572,1.74,0.338
41.45000014597056,10.350000174592235,1.697,0.318
41.45000014597056,10.450000168867902,1.653,0.323
41.45000014597056,10.550000163143563,1.654,0.317
41.45000014597056,10.65000015741923,1.639,0.372
41.45000014597056,10.750000151694897,1.649,0.377
41.45000014597056,10.85000014597056,1.706,0.394
41.45000014597056,10.950000140246225,1.692,0.48
41.45000014597056,11.050000134521888,1.709,0.529
41.45000014597056,11.150000128797553,1.739,0.547
41.45000014597056,11.250000123073216,1.766,0.575
41.45000014597056,11.350000117348882,1.779,0.666
41.45000014597056,11.450000111624547,1.809,0.683
41.45000014597056,11.55000010590021,1.853,0.703
41.45000014597056,11.650000100175877,1.872,0.62
41.45000014597056,11.75000009445154,1.925,0.687
41.45000014597056,11.850000088727205,1.948,0.689
41.45000014597056,11.95000008300287,2.007,0.682
41.45000014597056,12.050000077278533,2.0,0.601
41.45000014597056,12.150000071554198,2.005,0.542
41.45000014597056,12.250000065829862,2.099,0.495
41.45000014597056,12.350000060105527,2.157,0.498
41.45000014597056,12.450000054381192,2.352,0.552
41.45000014597056,12.550000048656855,2.152,0.469
41.45000014597056,12.65000004293252,2.386,0.626
41.45000014597056,12.750000037208183,2.507,0.651
41.45000014597056,12.85000003148385,2.616,0.674
41.45000014597056,12.950000025759516,2.662,0.723
41.45000014597056,13.050000020035178,2.644,0.566
41.45000014597056,13.150000014310844,2.647,0.609
41.45000014597056,13.250000008586508,2.721,0.566
41.45000014597056,13.350000002862172,2.797,0.587
41.45000014597056,13.449999997137835,2.896,0.644
41.45000014597056,13.5499999914135,2.938,0.609
41.45000014597056,13.649999985689163,3.021,0.718
41.45000014597056,13.74999997996483,3.066,0.814
41.45000014597056,13.849999974240497,3.066,0.711
41.45000014597056,13.94999996851616,3.093,0.786
41.45000014597056,14.049999962791825,3.089,0.882
41.45000014597056,14.14999995706749,3.069,0.829
41.45000014597056,14.249999951343153,3.072,0.74
41.45000014597056,14.349999945618816,3.19,0.788
41.45000014597056,14.449999939894482,3.28,0.662
41.45000014597056,14.549999934170144,3.199,0.613
41.45000014597056,14.649999928445812,3.055,0.481
41.45000014597056,14.749999922721477,2.839,0.44
41.45000014597056,14.84999991699714,2.661,0.368
41.45000014597056,14.949999911272805,2.4,0.301
41.55000014024622,10.050000191765244,1.819,0.268
41.55000014024622,10.150000186040907,1.805,0.266
41.55000014024622,10.250000180316572,1.724,0.265
41.55000014024622,10.350000174592235,1.695,0.299
41.55000014024622,10.450000168867902,1.676,0.322
41.55000014024622,10.550000163143563,1.673,0.305
41.55000014024622,10.65000015741923,1.646,0.336
41.55000014024622,10.750000151694897,1.675,0.302
41.55000014024622,10.85000014597056,1.696,0.363
41.55000014024622,10.950000140246225,1.691,0.451
41.55000014024622,11.050000134521888,1.751,0.492
41.55000014024622,11.150000128797553,1.818,0.538
41.55000014024622,11.250000123073216,1.77,0.549
41.55000014024622,11.350000117348882,1.767,0.56
41.55000014024622,11.450000111624547,1.846,0.543
41.55000014024622,11.55000010590021,1.883,0.564
41.55000014024622,11.650000100175877,1.906,0.561
41.55000014024622,11.75000009445154,1.987,0.609
41.55000014024622,11.850000088727205,1.964,0.592
41.55000014024622,11.95000008300287,2.057,0.549
41.55000014024622,12.050000077278533,2.022,0.517
41.55000014024622,12.150000071554198,2.047,0.466
41.55000014024622,12.250000065829862,2.21,0.495
41.55000014024622,12.350000060105527,2.033,0.399
41.55000014024622,12.450000054381192,2.308,0.515
41.55000014024622,12.550000048656855,2.424,0.52
41.55000014024622,12.65000004293252,2.54,0.583
41.55000014024622,12.750000037208183,2.629,0.653
41.55000014024622,12.85000003148385,2.67,0.675
41.55000014024622,12.950000025759516,2.669,0.797
41.55000014024622,13.050000020035178,2.618,0.741
41.55000014024622,13.150000014310844,2.646,0.636
41.55000014024622,13.250000008586508,2.696,0.666
41.55000014024622,13.350000002862172,2.758,0.598
41.55000014024622,13.449999997137835,2.801,0.651
41.55000014024622,13.5499999914135,2.906,0.618
41.55000014024622,13.649999985689163,2.918,0.613
41.55000014024622,13.74999997996483,3.031,0.599
41.55000014024622,13.849999974240497,2.995,0.633
41.55000014024622,13.94999996851616,3.061,0.631
41.55000014024622,14.049999962791825,3.0,0.69
41.55000014024622,14.14999995706749,3.003,0.641
41.55000014024622,14.249999951343153,2.996,0.573
41.55000014024622,14.349999945618816,3.06,0.617
41.55000014024622,14.449999939894482,3.112,0.579
41.55000014024622,14.549999934170144,3.016,0.426
41.55000014024622,14.649999928445812,2.778,0.35
41.55000014024622,14.749999922721477,2.606,0.29
41.55000014024622,14.84999991699714,2.448,0.246
41.55000014024622,14.949999911272805,2.387,0.284
41.65000013452188,10.050000191765244,1.851,0.297
41.65000013452188,10.150000186040907,1.789,0.274
41.65000013452188,10.250000180316572,1.786,0.276
41.65000013452188,10.350000174592235,1.687,0.289
41.65000013452188,10.450000168867902,1.657,0.268
41.65000013452188,10.550000163143563,1.653,0.29
41.65000013452188,10.65000015741923,1.645,0.361
41.65000013452188,10.750000151694897,1.668,0.33
41.65000013452188,10.85000014597056,1.685,0.316
41.65000013452188,10.950000140246225,1.702,0.393
41.65000013452188,11.050000134521888,1.738,0.509
41.65000013452188,11.150000128797553,1.759,0.626
41.65000013452188,11.250000123073216,1.738,0.549
41.65000013452188,11.350000117348882,1.75,0.503
41.65000013452188,11.450000111624547,1.847,0.472
41.65000013452188,11.55000010590021,1.854,0.481
41.65000013452188,11.650000100175877,1.888,0.571
41.65000013452188,11.75000009445154,1.977,0.576
41.65000013452188,11.850000088727205,1.94,0.574
41.65000013452188,11.95000008300287,1.96,0.443
41.65000013452188,12.050000077278533,1.997,0.444
41.65000013452188,12.150000071554198,2.122,0.499
41.65000013452188,12.250000065829862,2.053,0.443
41.65000013452188,12.350000060105527,2.301,0.495
41.65000013452188,12.450000054381192,2.425,0.582
41.65000013452188,12.550000048656855,2.516,0.599
41.65000013452188,12.65000004293252,2.562,0.693
41.65000013452188,12.750000037208183,2.628,0.738
41.65000013452188,12.85000003148385,2.683,0.774
41.65000013452188,12.950000025759516,2.626,0.75
41.65000013452188,13.050000020035178,2.664,0.756
41.65000013452188,13.150000014310844,2.695,0.699
41.65000013452188,13.250000008586508,2.772,0.746
41.65000013452188,13.350000002862172,2.731,0.58
41.65000013452188,13.449999997137835,2.748,0.59
41.65000013452188,13.5499999914135,2.802,0.615
41.65000013452188,13.649999985689163,2.848,0.583
41.65000013452188,13.74999997996483,2.859,0.623
41.65000013452188,13.849999974240497,2.948,0.827
41.65000013452188,13.94999996851616,3.095,0.874
41.65000013452188,14.049999962791825,3.073,0.87
41.65000013452188,14.14999995706749,3.028,0.712
41.65000013452188,14.249999951343153,2.949,0.741
41.65000013452188,14.349999945618816,2.993,0.642
41.65000013452188,14.449999939894482,2.958,0.532
41.65000013452188,14.549999934170144,2.797,0.466
41.65000013452188,14.649999928445812,2.551,0.305
41.65000013452188,14.749999922721477,2.342,0.325
41.65000013452188,14.84999991699714,2.243,0.228
41.65000013452188,14.949999911272805,2.226,0.257
41.75000012879755,10.050000191765244,1.803,0.244
41.75000012879755,10.150000186040907,1.764,0.316
41.75000012879755,10.250000180316572,1.794,0.326
41.75000012879755,10.350000174592235,1.715,0.287
41.75000012879755,10.450000168867902,1.684,0.251
41.75000012879755,10.550000163143563,1.697,0.276
41.75000012879755,10.65000015741923,1.671,0.335
41.75000012879755,10.750000151694897,1.636,0.354
41.75000012879755,10.85000014597056,1.665,0.376
41.75000012879755,10.950000140246225,1.723,0.429
41.75000012879755,11.050000134521888,1.74,0.426
41.75000012879755,11.150000128797553,1.731,0.552
41.75000012879755,11.250000123073216,1.699,0.541
41.75000012879755,11.350000117348882,1.726,0.513
41.75000012879755,11.450000111624547,1.8,0.567
41.75000012879755,11.55000010590021,1.869,0.627
41.75000012879755,11.650000100175877,1.95,0.689
41.75000012879755,11.75000009445154,1.986,0.736
41.75000012879755,11.850000088727205,2.008,0.618
41.75000012879755,11.95000008300287,2.052,0.565
41.75000012879755,12.050000077278533,2.113,0.605
41.75000012879755,12.150000071554198,2.075,0.472
41.75000012879755,12.250000065829862,2.309,0.465
41.75000012879755,12.350000060105527,2.408,0.525
41.75000012879755,12.450000054381192,2.471,0.604
41.75000012879755,12.550000048656855,2.576,0.635
41.75000012879755,12.65000004293252,2.568,0.692
41.75000012879755,12.750000037208183,2.663,0.758
41.75000012879755,12.85000003148385,2.649,0.764
41.75000012879755,12.950000025759516,2.689,0.751
41.75000012879755,13.050000020035178,2.705,0.829
41.75000012879755,13.150000014310844,2.72,0.745
41.75000012879755,13.250000008586508,2.72,0.699
41.75000012879755,13.350000002862172,2.763,0.542
41.75000012879755,13.449999997137835,2.803,0.511
41.75000012879755,13.5499999914135,2.798,0.483
41.75000012879755,13.649999985689163,2.848,0.571
41.75000012879755,13.74999997996483,2.901,0.65
41.75000012879755,13.849999974240497,2.962,0.91
41.75000012879755,13.94999996851616,2.983,0.889
41.75000012879755,14.049999962791825,3.101,0.913
41.75000012879755,14.14999995706749,3.003,0.787
41.75000012879755,14.249999951343153,2.964,0.798
41.75000012879755,14.349999945618816,2.905,0.589
41.75000012879755,14.449999939894482,2.856,0.472
41.75000012879755,14.549999934170144,2.642,0.389
41.75000012879755,14.649999928445812,2.417,0.377
41.75000012879755,14.749999922721477,2.278,0.27
41.75000012879755,14.84999991699714,2.154,0.247
41.75000012879755,14.949999911272805,2.088,0.238
41.850000123073215,10.050000191765244,1.774,0.301
41.850000123073215,10.150000186040907,1.749,0.312
41.850000123073215,10.250000180316572,1.739,0.365
41.850000123073215,10.350000174592235,1.73,0.34
41.850000123073215,10.450000168867902,1.679,0.322
41.850000123073215,10.550000163143563,1.682,0.364
41.850000123073215,10.65000015741923,1.655,0.335
41.850000123073215,10.750000151694897,1.683,0.34
41.850000123073215,10.85000014597056,1.686,0.354
41.850000123073215,10.950000140246225,1.7,0.37
41.850000123073215,11.050000134521888,1.728,0.485
41.850000123073215,11.150000128797553,1.742,0.555
41.850000123073215,11.250000123073216,1.738,0.535
41.850000123073215,11.350000117348882,1.76,0.563
41.850000123073215,11.450000111624547,1.861,0.653
41.850000123073215,11.55000010590021,1.887,0.675
41.850000123073215,11.650000100175877,2.015,0.847
41.850000123073215,11.75000009445154,2.054,0.765
41.850000123073215,11.850000088727205,2.114,0.737
41.850000123073215,11.95000008300287,2.151,0.631
41.850000123073215,12.050000077278533,2.143,0.528
41.850000123073215,12.150000071554198,2.407,0.453
41.850000123073215,12.250000065829862,2.406,0.503
41.850000123073215,12.350000060105527,2.432,0.543
41.850000123073215,12.450000054381192,2.548,0.609
41.850000123073215,12.550000048656855,2.617,0.675
41.850000123073215,12.65000004293252,2.633,0.687
41.850000123073215,12.750000037208183,2.653,0.657
41.850000123073215,12.85000003148385,2.657,0.711
41.850000123073215,12.950000025759516,2.661,0.753
41.850000123073215,13.050000020035178,2.686,0.761
41.850000123073215,13.150000014310844,2.652,0.646
41.850000123073215,13.250000008586508,2.732,0.462
41.850000123073215,13.350000002862172,2.811,0.558
41.850000123073215,13.449999997137835,2.818,0.476
41.850000123073215,13.5499999914135,2.821,0.464
41.850000123073215,13.649999985689163,2.829,0.431
41.850000123073215,13.74999997996483,2.806,0.559
41.850000123073215,13.849999974240497,2.816,0.609
41.850000123073215,13.94999996851616,2.815,0.699
41.850000123073215,14.049999962791825,2.862,0.598
41.850000123073215,14.14999995706749,2.776,0.6
41.850000123073215,14.249999951343153,2.712,0.517
41.850000123073215,14.349999945618816,2.662,0.39
41.850000123073215,14.449999939894482,2.63,0.366
41.850000123073215,14.549999934170144,2.441,0.345
41.850000123073215,14.649999928445812,2.291,0.296
41.850000123073215,14.749999922721477,2.198,0.258
41.850000123073215,14.84999991699714,2.151,0.221
41.850000123073215,14.949999911272805,2.1,0.271
41.95000011734888,10.050000191765244,1.778,0.284
41.95000011734888,10.150000186040907,1.732,0.3
41.95000011734888,10.250000180316572,1.71,0.308
41.95000011734888,10.350000174592235,1.678,0.332
41.95000011734888,10.450000168867902,1.639,0.305
41.95000011734888,10.550000163143563,1.694,0.378
41.95000011734888,10.65000015741923,1.67,0.384
41.95000011734888,10.750000151694897,1.691,0.425
41.95000011734888,10.85000014597056,1.747,0.476
41.95000011734888,10.950000140246225,1.759,0.48
41.95000011734888,11.050000134521888,1.759,0.523
41.95000011734888,11.150000128797553,1.802,0.56
41.95000011734888,11.250000123073216,1.806,0.529
41.95000011734888,11.350000117348882,1.82,0.593
41.95000011734888,11.450000111624547,1.871,0.653
41.95000011734888,11.55000010590021,1.98,0.712
41.95000011734888,11.650000100175877,2.1,0.873
41.95000011734888,11.75000009445154,2.209,0.736
41.95000011734888,11.850000088727205,2.275,0.736
41.95000011734888,11.95000008300287,2.991,0.888
41.95000011734888,12.050000077278533,2.42,0.446
41.95000011734888,12.150000071554198,2.473,0.474
41.95000011734888,12.250000065829862,2.526,0.499
41.95000011734888,12.350000060105527,2.474,0.534
41.95000011734888,12.450000054381192,2.57,0.543
41.95000011734888,12.550000048656855,2.635,0.692
41.95000011734888,12.65000004293252,2.624,0.64
41.95000011734888,12.750000037208183,2.674,0.512
41.95000011734888,12.85000003148385,2.671,0.482
41.95000011734888,12.950000025759516,2.648,0.481
41.95000011734888,13.050000020035178,2.64,0.603
41.95000011734888,13.150000014310844,2.697,0.501
41.95000011734888,13.250000008586508,2.782,0.493
41.95000011734888,13.350000002862172,2.868,0.539
41.95000011734888,13.449999997137835,2.827,0.465
41.95000011734888,13.5499999914135,2.808,0.334
41.95000011734888,13.649999985689163,2.841,0.318
41.95000011734888,13.74999997996483,2.772,0.364
41.95000011734888,13.849999974240497,2.69,0.42
41.95000011734888,13.94999996851616,2.654,0.435
41.95000011734888,14.049999962791825,2.625,0.471
41.95000011734888,14.14999995706749,2.55,0.395
41.95000011734888,14.249999951343153,2.472,0.313
41.95000011734888,14.349999945618816,2.383,0.353
41.95000011734888,14.449999939894482,2.343,0.385
41.95000011734888,14.549999934170144,2.295,0.26
41.95000011734888,14.649999928445812,2.248,0.195
41.95000011734888,14.749999922721477,2.195,0.238
41.95000011734888,14.84999991699714,2.215,0.236
41.95000011734888,14.949999911272805,2.214,0.258
42.05000011162454,10.050000191765244,1.775,0.304
42.05000011162454,10.150000186040907,1.702,0.241
42.05000011162454,10.250000180316572,1.718,0.35
42.05000011162454,10.350000174592235,1.682,0.305
42.05000011162454,10.450000168867902,1.645,0.365
42.05000011162454,10.550000163143563,1.642,0.358
42.05000011162454,10.65000015741923,1.647,0.396
42.05000011162454,10.750000151694897,1.736,0.46
42.05000011162454,10.85000014597056,1.782,0.476
42.05000011162454,10.950000140246225,1.79,0.506
42.05000011162454,11.050000134521888,1.816,0.485
42.05000011162454,11.150000128797553,1.896,0.545
42.05000011162454,11.250000123073216,1.927,0.578
42.05000011162454,11.350000117348882,1.95,0.56
42.05000011162454,11.450000111624547,2.0,0.626
42.05000011162454,11.55000010590021,2.124,0.74
42.05000011162454,11.650000100175877,2.257,0.746
42.05000011162454,11.75000009445154,2.18,0.458
42.05000011162454,11.850000088727205,2.307,0.584
42.05000011162454,11.95000008300287,2.363,0.652
42.05000011162454,12.050000077278533,2.356,0.606
42.05000011162454,12.150000071554198,2.422,0.525
42.05000011162454,12.250000065829862,2.465,0.527
42.05000011162454,12.350000060105527,2.471,0.517
42.05000011162454,12.450000054381192,2.49,0.564
42.05000011162454,12.550000048656855,2.552,0.57
42.05000011162454,12.65000004293252,2.526,0.486
42.05000011162454,12.750000037208183,2.593,0.424
42.05000011162454,12.85000003148385,2.613,0.419
42.05000011162454,12.950000025759516,2.678,0.403
42.05000011162454,13.050000020035178,2.731,0.393
42.05000011162454,13.150000014310844,2.725,0.363
42.05000011162454,13.250000008586508,2.752,0.368
42.05000011162454,13.350000002862172,2.755,0.378
42.05000011162454,13.449999997137835,2.75,0.337
42.05000011162454,13.5499999914135,2.782,0.318
42.05000011162454,13.649999985689163,2.728,0.267
42.05000011162454,13.74999997996483,2.662,0.346
42.05000011162454,13.849999974240497,2.52,0.255
42.05000011162454,13.94999996851616,2.456,0.225
42.05000011162454,14.049999962791825,2.418,0.29
42.05000011162454,14.14999995706749,2.518,0.259
42.05000011162454,14.249999951343153,2.413,0.246
42.05000011162454,14.349999945618816,2.306,0.296
42.05000011162454,14.449999939894482,2.277,0.262
42.05000011162454,14.549999934170144,2.257,0.201
42.05000011162454,14.649999928445812,2.346,0.232
42.05000011162454,14.749999922721477,2.392,0.231
42.05000011162454,14.84999991699714,2.386,0.253
42.05000011162454,14.949999911272805,2.263,0.297
42.150000105900205,10.050000191765244,1.738,0.212
42.150000105900205,10.150000186040907,1.68,0.228
42.150000105900205,10.250000180316572,1.67,0.301
42.150000105900205,10.350000174592235,1.658,0.304
42.150000105900205,10.450000168867902,1.662,0.322
42.150000105900205,10.550000163143563,1.702,0.339
42.150000105900205,10.65000015741923,1.732,0.353
42.150000105900205,10.750000151694897,1.783,0.414
42.150000105900205,10.85000014597056,1.876,0.527
42.150000105900205,10.950000140246225,1.85,0.521
42.150000105900205,11.050000134521888,1.892,0.498
42.150000105900205,11.150000128797553,1.947,0.444
42.150000105900205,11.250000123073216,1.995,0.485
42.150000105900205,11.350000117348882,2.039,0.532
42.150000105900205,11.450000111624547,2.133,0.639
42.150000105900205,11.55000010590021,2.257,0.704
42.150000105900205,11.650000100175877,2.348,0.432
42.150000105900205,11.75000009445154,2.347,0.5
42.150000105900205,11.850000088727205,2.353,0.539
42.150000105900205,11.95000008300287,2.374,0.538
42.150000105900205,12.050000077278533,2.334,0.502
42.150000105900205,12.150000071554198,2.363,0.551
42.150000105900205,12.250000065829862,2.453,0.518
42.150000105900205,12.350000060105527,2.5,0.492
42.150000105900205,12.450000054381192,2.48,0.5
42.150000105900205,12.550000048656855,2.5,0.521
42.150000105900205,12.65000004293252,2.52,0.461
42.150000105900205,12.750000037208183,2.551,0.388
42.150000105900205,12.85000003148385,2.599,0.311
42.150000105900205,12.950000025759516,2.692,0.371
42.150000105900205,13.050000020035178,2.693,0.381
